CaseMasterID,CrimeNo,CaseCategoryName,CaseStatusName,PoliceStationUnitID,DistrictName,StateName,InvestigatingOfficerID,RegistrationDate,InfoReceivedPSDate,CrimeHeadName,CrimeSubHeadName,CrimeCategoryGroup,GravityOffenceName,BriefFacts,IncidentUnitID,IncidentDistrictName,latitude,longitude,LocationTypeArchetype,IsHotspotUnitFlag,AccusedHomeUnitDistance,IncidentFromDate,IncidentToDate,IncidentHourOfDay,IncidentDayOfWeek,IsFestivalOrEventWindow,ReportingDelayHours,CaseAgeDays,PrimaryAccusedID,PrimaryAccusedAgeBand,PrimaryAccusedGender,NumberOfAccused,CoAccusedIDList,IsRepeatAccusedFlag,ArrestStatus,ArrestDelayDays,PrimaryVictimAgeBand,PrimaryVictimGender,NumberOfVictims,VictimAccusedRelationship,IsRepeatVictimFlag,VictimPoliceFlag,NumberOfEvidenceItems,EvidenceTypesList,NumberOfVehiclesInvolved,ActsInvokedList,SectionsInvokedList,NumberOfSectionsInvoked,ChargesheetOutcome,ChargesheetFilingDelayDays,InvestigatingOfficerRank,CourtID,CourtName,InvestigationDurationDays,OfficerActiveCaseLoad,OfficerHistoricalFalseCaseRate,HiddenCriminalProfileID,HiddenGangID,HiddenClusterID,HiddenMOGroup,HiddenBridgeNodeFlag,HiddenEscalationCurveLabel,IsRepeatOffenderGroundTruth,RiskLabel,AnomalyLabel
2618,100260167202600006,FIR,Under Investigation,167,Tumakuru,Karnataka,501,2026-07-03,2026-06-26 20:30:41,Traffic and Motor Vehicle Offences,Traffic Rule Violations,Public-Order,Heinous,"The crime was committed by a group of 2 co-offenders. The accused rode a motorcycle without a helmet and triple-carried passengers, violating traffic laws. The event transpired at a transit-bus-stop around 13:00 hours on Friday.",167,Tumakuru,13.317835,77.056907,Transit-Bus-Stop,True,Unknown/One-Time,2026-06-26 13:00:41,2026-06-26 19:05:41,13,Friday,False,7.5,12,5904.0,51-65,M,2,5904;5905,False,,,,,0,,False,False,2,Mechanical Inspection Report;Vehicle Damage Report,1,,,,Not Yet Disposed,,Inspector,,,12,35,0.1714285714285714,,,SOLO_2618,58_Transit-Bus-Stop_2,,,False,Medium,Normal
2619,100150095202200008,FIR,Disposed - Convicted,95,Hassan,Karnataka,283,2022-04-01,2022-03-30 01:26:35,Special and Local Laws Offences,Excise Act Violations,Narcotics,Non-Heinous,"The accused was found selling illicit liquor manufactured in a local forest area. Evidence seized during the initial probe includes Panchnama Report, Seized Contraband and Seizure Photograph. The incident took place in a general/public place at 08:00 hours on Tuesday.",95,Hassan,13.008598,76.130706,General/Public Place,True,Unknown/One-Time,2022-03-29 08:38:35,2022-03-29 16:36:35,8,Tuesday,True,16.8,1566,307.0,18-25,M,1,307,False,,,,,0,,False,False,4,Panchnama Report;Seized Contraband;Seizure Photograph,1,,,,Charge-Sheeted,,Sub-Inspector,,,1566,13,0.0,,,SOLO_2619,67_General/Public Place_1,,,False,Medium,Normal
2620,300070049202500001,UDR,Under Investigation,49,Chamarajanagar,Karnataka,146,2025-03-27,2025-03-24 19:19:54,Special and Local Laws Offences,Gambling Act Violations,Narcotics,Heinous,"Police later collected Panchnama Report, Seized Contraband and Seizure Photograph as part of the case file. The accused ran an illegal online betting hub inside a rental flat, using multiple mobile phones. The offense occurred near a general/public place around 10:00 hours on Monday. Investigation indicates the involvement of a single perpetrator.",49,Chamarajanagar,11.9491,76.915301,General/Public Place,False,Unknown/One-Time,2025-03-24 10:00:54,2025-03-24 15:37:54,10,Monday,True,9.316666666666666,475,4156.0,36-50,M,1,4156,False,,,,,0,,False,False,3,Panchnama Report;Seized Contraband;Seizure Photograph,0,,,,Not Yet Disposed,,Sub-Inspector,,,475,7,0.0,,,SOLO_2620,68_General/Public Place_1,,,False,Medium,Normal
2621,100020011202200003,FIR,Closed - Undetected,11,Ballari,Karnataka,31,2022-07-18,2022-07-16 23:04:43,Cyber Crime,Phishing,Cyber-Financial,Heinous,"The suspect sent SMS alerts warning that the victim's electric connection would be cut, linking to a fake payment gateway. The incident was reported from a cyber-agnostic at 18:00 hours on Saturday. A single individual executed the crime. Forensic search and examination revealed IP Access Log at the scene.",11,Ballari,15.150834,76.888657,Cyber-Agnostic,False,Unknown/One-Time,2022-07-16 18:10:43,2022-07-16 18:40:43,18,Saturday,False,4.9,1458,679.0,51-65,M,1,679,False,,,36-50,F,1,Stranger,False,False,1,IP Access Log,0,,,,Undetected,,Inspector,,,1458,13,0.0,,,SOLO_2621,44_Cyber-Agnostic_3,,,False,Medium,Normal
2622,400300188202300001,PAR,Disposed - Convicted,188,Yadgir,Karnataka,562,2023-02-25,2023-02-22 23:43:57,Crimes Against Body,Assault,Violent,Heinous,"The event transpired at a general/public place around 22:00 hours on Wednesday. The accused physically obstructed and assaulted the complainant in the market area, creating public nuisance. Key evidence collected includes Blood Sample, Fingerprint Lift, Post-Mortem Report and Weapon Recovery. The crime was committed by a single offender.",188,Yadgir,16.736085,77.09624,General/Public Place,False,Unknown/One-Time,2023-02-22 22:37:57,2023-02-22 23:13:57,22,Wednesday,False,1.1,1236,1438.0,36-50,M,1,1438,False,,,26-35,F,1,Stranger,False,False,4,Blood Sample;Fingerprint Lift;Post-Mortem Report;Weapon Recovery,0,,,,Charge-Sheeted,,Inspector,,,1236,8,0.0,,,SOLO_2622,8_General/Public Place_3,,,False,High,Normal
2623,100230148202300002,FIR,Pending Trial,148,Raichur,Karnataka,444,2023-09-10,2023-09-10 06:50:59,Crimes Against Women,Dowry Death,Violent,Non-Heinous,A lone suspect was involved in carrying out this offense. The victim committed suicide after being continuously harassed and tortured by her husband and in-laws for additional dowry. The incident took place in a residential at 01:00 hours on Friday.,148,Raichur,16.216122,77.337138,Residential,True,Unknown/One-Time,2023-09-08 01:36:59,2023-09-08 07:31:59,1,Friday,True,53.23333333333333,1039,2162.0,18-25,M,1,2162,False,,,26-35,F,1,Known,False,False,0,,0,,,,Not Yet Disposed,,Circle Inspector,,,1039,25,0.04,,,SOLO_2623,19_Residential_0,,,False,Low,Reporting-Delay Outlier
2624,100250159202400005,FIR,Pending Trial,159,Shivamogga,Karnataka,475,2024-11-26,2024-11-23 21:47:28,Miscellaneous IPC Offences,Trespass,Property,Non-Heinous,"The accused entered the complainant's office premises and created a ruckus, refusing to leave. Evidence seized during the initial probe includes Scene Photograph. The offense occurred near a general/public place around 15:00 hours on Saturday.",159,Shivamogga,13.943568,75.596755,General/Public Place,False,local,2024-11-23 15:19:28,2024-11-23 21:07:28,15,Saturday,False,6.466666666666667,596,3741.0,51-65,M,4,3741;3742;3743;3744,False,,,36-50,M,1,Known,False,False,1,Scene Photograph,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,596,24,0.0416666666666666,CP00080,,CP00080,64_General/Public Place_2,,,False,Low,Normal
2625,100110074202500002,FIR,Disposed - Convicted,74,Dakshina Kannada,Karnataka,220,2025-02-16,2025-02-11 16:04:48,Crimes Against Children,Kidnapping of Minors,Violent,Non-Heinous,The suspect kidnapped the minor from outside the tuition centre and demanded ransom. The incident was reported from a general/public place at 10:00 hours on Tuesday. A single individual executed the crime.,74,Dakshina Kannada,12.865002,74.842587,General/Public Place,False,Unknown/One-Time,2025-02-11 10:21:48,2025-02-11 15:49:48,10,Tuesday,False,5.716666666666667,514,4028.0,26-35,M,1,4028,False,,,Minor (<18),M,1,Known,False,False,4,CCTV Footage;DNA Swab;Guardian Statement Record;Medical Examination Report,0,,,,Charge-Sheeted,,Inspector,,,514,6,0.0,,,SOLO_2625,27_General/Public Place_1,,,False,Medium,Normal
2626,100210131202300001,FIR,Disposed - Convicted,131,Mandya,Karnataka,392,2023-02-04,2023-01-27 18:33:45,Crimes Against State,Waging War Against the State,Public-Order,Heinous,"The accused was caught attempting to recruit local youths into an armed rebel group to overthrow the local administration. The event transpired at a general/public place around 09:00 hours on Friday. The crime was committed by a single offender. Forensic search and examination revealed Digital Communication Record, Seized Document and Surveillance Report at the scene.",131,Mandya,12.554569,76.885324,General/Public Place,False,inter-district,2023-01-27 09:38:45,2023-01-27 17:20:45,9,Friday,False,8.916666666666666,1257,1366.0,36-50,M,1,1366,True,,,,,0,,False,False,3,Digital Communication Record;Seized Document;Surveillance Report,0,,,,Charge-Sheeted,,Inspector,,,1257,6,0.0,CP00042,GNG0008,GNG0008,53_General/Public Place_1,,,True,Severe,Normal
2627,100070047202300002,FIR,Under Investigation,47,Chamarajanagar,Karnataka,139,2023-02-26,2023-02-21 12:37:47,Crimes Against Senior Citizens,Fraud Against Senior Citizens,Violent,Non-Heinous,"The incident took place in a general/public place at 14:00 hours on Monday. The accused tricked the elderly complainant into signing a general power of attorney for their house. Key evidence collected includes Bank Statement, CCTV Footage and Witness Statement Record. A group of 2 individuals was involved in the offense.",47,Chamarajanagar,11.911883,76.936084,General/Public Place,False,Unknown/One-Time,2023-02-20 14:48:47,2023-02-20 14:53:47,14,Monday,False,21.816666666666663,1235,1441.0,36-50,M,2,1441;1442,False,,,51-65,F,1,Known,False,False,3,Bank Statement;CCTV Footage;Witness Statement Record,0,,,,Not Yet Disposed,,Inspector,,,1235,20,0.05,,,SOLO_2627,60_General/Public Place_2,,,False,Low,Normal
2628,100170109202300001,FIR,Closed - False Case,109,Kalaburagi,Karnataka,327,2023-10-31,2023-10-26 00:32:38,Crimes Against Women,Dowry Death,Violent,Heinous,Investigation indicates the involvement of a single perpetrator. The victim was poisoned to death by her in-laws after her parents failed to provide the demanded vehicle. The offense occurred near a residential around 23:00 hours on Monday. Investigators recovered Call Detail Record from the location.,109,Kalaburagi,17.346555,76.810427,Residential,False,Unknown/One-Time,2023-10-23 23:32:38,2023-10-24 04:57:38,23,Monday,False,49.0,988,2354.0,36-50,M,1,2354,False,,,18-25,F,1,Known,False,False,1,Call Detail Record,0,,,,False Case,,Circle Inspector,,,988,8,0.125,,,SOLO_2628,19_Residential_3,,,False,Medium,Normal
2629,100100069202500003,FIR,Closed - Undetected,69,Chitradurga,Karnataka,206,2025-11-29,2025-11-27 09:24:16,Human Trafficking,Trafficking for Sexual Exploitation,Violent,Non-Heinous,"The police raided the lodge and rescued victims who were forced into commercial sex by the suspects. Evidence seized during the initial probe includes Rescue Report, Scene Photograph and Travel Document. The incident was reported from a border-transit at 11:00 hours on Wednesday.",69,Chitradurga,14.175691,76.365035,Border-Transit,True,Unknown/One-Time,2025-11-26 11:45:16,2025-11-26 16:23:16,11,Wednesday,False,21.65,228,,,,0,,False,,,26-35,F,2,Stranger,False,False,3,Rescue Report;Scene Photograph;Travel Document,1,,,,Undetected,,Sub-Inspector,,,228,17,0.1764705882352941,,,SOLO_2629,71_Border-Transit_1,,,,Low,Normal
2630,100120081202200002,FIR,Under Investigation,81,Davanagere,Karnataka,241,2022-12-29,2022-12-28 16:13:48,Crimes Against State,Sedition,Public-Order,Non-Heinous,"Police later collected Digital Communication Record, Seized Document and Surveillance Report as part of the case file. The suspects printed pamphlets urging citizens to launch armed resistance against government authority. The event transpired at a general/public place around 11:00 hours on Wednesday. The crime was committed by a single offender.",81,Davanagere,14.504744,75.89596,General/Public Place,False,Unknown/One-Time,2022-12-28 11:37:48,2022-12-28 13:08:48,11,Wednesday,True,4.6,1294,1248.0,26-35,M,1,1248,False,,,,,0,,False,False,3,Digital Communication Record;Seized Document;Surveillance Report,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,1294,8,0.125,,,SOLO_2630,50_General/Public Place_1,,,False,Low,Normal
2631,100100067202200005,FIR,Disposed - Convicted,67,Chitradurga,Karnataka,201,2022-02-13,2022-02-08 18:53:28,Human Trafficking,Trafficking for Forced Labour,Violent,Non-Heinous,"The victims were forced to work in agricultural fields without pay and beaten if they tried to escape. The incident took place in a border-transit at 15:00 hours on Monday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Call Detail Record, Rescue Report, Scene Photograph and Travel Document at the scene.",67,Chitradurga,14.247712,76.357148,Border-Transit,False,Unknown/One-Time,2022-02-07 15:06:28,2022-02-07 20:30:28,15,Monday,False,27.78333333333333,1613,138.0,18-25,M,1,138,False,,,26-35,M,3,Stranger,False,False,4,Call Detail Record;Rescue Report;Scene Photograph;Travel Document,1,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,1613,4,0.0,,,SOLO_2631,70_Border-Transit_2,,,False,Medium,Normal
2632,100110077202500005,FIR,Pending Trial,77,Dakshina Kannada,Karnataka,231,2025-09-07,2025-09-02 02:25:55,Crimes Against Children,Kidnapping of Minors,Violent,Heinous,The offense occurred near a general/public place around 17:00 hours on Monday. The accused took the minor child to another town without the parents' consent or knowledge. Investigation indicates the involvement of a single perpetrator.,77,Dakshina Kannada,12.876252,74.878177,General/Public Place,True,Unknown/One-Time,2025-09-01 17:23:55,2025-09-02 00:39:55,17,Monday,True,9.033333333333331,311,4763.0,18-25,M,1,4763,False,,,Minor (<18),M,1,Stranger,False,False,1,Medical Examination Report,0,,,,Not Yet Disposed,,Inspector,,,311,26,0.0384615384615384,,,SOLO_2632,27_General/Public Place_2,,,False,Medium,Normal
2633,100300187202400002,FIR,Pending Trial,187,Yadgir,Karnataka,559,2024-09-01,2024-08-25 22:03:40,Crimes Against Property,Dacoity,Property,Non-Heinous,"A gang of 3 co-accused was implicated in this incident. Armed robbers entered the residence, threatened the family with sharp weapons, and ransacked the safe. The incident was reported from a highway at 15:00 hours on Sunday. Investigators recovered CCTV Footage and Tool Mark Analysis from the location.",187,Yadgir,16.733653,77.152181,Highway,False,local,2024-08-25 15:45:40,2024-08-25 21:33:40,15,Sunday,True,6.3,682,3477.0,36-50,M,3,3477;3478;3479,False,,,26-35,M,1,Stranger,False,False,2,CCTV Footage;Tool Mark Analysis,1,,,,Not Yet Disposed,,Sub-Inspector,,,682,8,0.0,CP00118,,CP00118,11_Highway_2,,,False,Low,Normal
2634,100030026202200005,FIR,Disposed - Convicted,26,Belagavi,Karnataka,77,2022-05-17,2022-05-17 05:18:45,Miscellaneous IPC Offences,Offences Against Public Servants,Property,Non-Heinous,"The accused tore official documents and threatened the public servant inside their office. Evidence seized during the initial probe includes Scene Photograph, Seized Property List and Witness Statement Record. The event transpired at a general/public place around 16:00 hours on Monday.",26,Belagavi,15.879175,74.543251,General/Public Place,True,Unknown/One-Time,2022-05-16 16:47:45,2022-05-16 23:59:45,16,Monday,False,12.516666666666667,1520,467.0,36-50,M,2,467;468,False,,,36-50,M,1,Stranger,False,False,3,Scene Photograph;Seized Property List;Witness Statement Record,0,,,,Charge-Sheeted,,Deputy Superintendent of Police,,,1520,20,0.1,,,SOLO_2634,65_General/Public Place_2,,,False,Medium,Normal
2635,100010006202400003,FIR,Charge Sheeted,6,Bagalkot,Karnataka,16,2024-10-26,2024-10-22 16:42:08,Crimes Against State,Terrorism-Related Offences,Public-Order,Heinous,Police later collected Digital Communication Record and Surveillance Report as part of the case file. The accused conspired to launch serial blasts and recruited youths through closed chat groups. The incident took place in a general/public place at 08:00 hours on Tuesday.,6,Bagalkot,16.202693,75.677211,General/Public Place,False,Unknown/One-Time,2024-10-22 08:42:08,2024-10-22 15:38:08,8,Tuesday,False,8.0,627,,,,0,,False,,,,,0,,False,False,2,Digital Communication Record;Surveillance Report,0,,,,Charge-Sheeted,,Sub-Inspector,,,627,8,0.125,,,SOLO_2635,52_General/Public Place_1,,,,High,Normal
2636,100030018202500003,FIR,Charge Sheeted,18,Belagavi,Karnataka,52,2025-12-03,2025-12-02 07:09:37,Cyber Crime,Online Financial Fraud,Cyber-Financial,Non-Heinous,The suspect posed as a buyer on a classifieds site and sent a fraudulent UPI QR code to request money instead of sending it. The offense occurred near a cyber-agnostic around 21:00 hours on Monday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed IP Access Log at the scene.,18,Belagavi,15.86975,74.492883,Cyber-Agnostic,True,Unknown/One-Time,2025-12-01 21:56:37,2025-12-01 22:11:37,21,Monday,False,9.216666666666669,224,5084.0,36-50,M,1,5084,False,,,18-25,F,1,Stranger,False,False,1,IP Access Log,0,,,,Charge-Sheeted,,Sub-Inspector,,,224,22,0.1363636363636363,,,SOLO_2636,40_Cyber-Agnostic_3,,,False,Medium,Normal
2637,100260163202500009,FIR,Under Investigation,163,Tumakuru,Karnataka,487,2025-10-31,2025-10-30 21:00:24,Cyber Crime,Hacking,Cyber-Financial,Non-Heinous,"The incident was reported from a cyber-agnostic at 11:00 hours on Thursday. The suspect gained unauthorized access to the victim's social media and changed recovery credentials. Key evidence collected includes Bank Transaction Statement, Call Detail Record, Device Forensic Report and Server Log. A gang of 2 co-accused was implicated in this incident.",163,Tumakuru,13.375867,77.099055,Cyber-Agnostic,True,Unknown/One-Time,2025-10-30 11:25:24,2025-10-30 17:50:24,11,Thursday,True,9.583333333333334,257,4950.0,51-65,M,2,4950;4951,True,,,36-50,M,1,Stranger,True,False,4,Bank Transaction Statement;Call Detail Record;Device Forensic Report;Server Log,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,257,11,0.0909090909090909,CP00008,,CP00008,42_Cyber-Agnostic_1,,,True,Medium,Normal
2638,100260164202200003,FIR,Closed - Undetected,164,Tumakuru,Karnataka,492,2022-12-13,2022-12-13 03:03:17,Special and Local Laws Offences,Gambling Act Violations,Narcotics,Non-Heinous,"The crime was committed by a group of 3 co-offenders. The suspects were found operating a local gambling den behind the market area, recovering cash. The event transpired at a general/public place around 16:00 hours on Monday.",164,Tumakuru,13.370017,77.069846,General/Public Place,False,local,2022-12-12 16:08:17,2022-12-12 19:21:17,16,Monday,False,10.916666666666666,1310,1194.0,36-50,M,3,1194;1195;1196,False,,,,,0,,False,False,0,,0,,,,Undetected,,Circle Inspector,,,1310,5,0.2,CP00142,,CP00142,68_General/Public Place_2,,,False,Low,Normal
2639,100230146202400005,FIR,Closed - Undetected,146,Raichur,Karnataka,438,2024-10-14,2024-10-09 05:02:38,Crimes Against Body,Attempt to Murder,Violent,Non-Heinous,"The accused physically assaulted the victim with wooden bats during a street fight, causing severe head injuries before escaping. The incident took place in a general/public place at 22:00 hours on Tuesday.",146,Raichur,16.160032,77.399091,General/Public Place,False,local,2024-10-08 22:58:38,2024-10-09 04:33:38,22,Tuesday,True,6.066666666666666,639,3582.0,26-35,M,2,3582;3583,True,,,26-35,M,1,Stranger,False,False,1,Fingerprint Lift,0,,,,Undetected,,Sub-Inspector,,,639,17,0.0,CP00101,,CP00101,2_General/Public Place_3,,,False,Low,Normal
2640,100270169202300007,FIR,Disposed - Convicted,169,Udupi,Karnataka,507,2023-10-14,2023-10-12 19:42:16,Economic Offences,Forgery,Cyber-Financial,Non-Heinous,Police later collected Audit Report and Bank Transaction Statement as part of the case file. The suspect created fake degree certificates and mark sheets to secure a government job. The offense occurred near a general/public place around 09:00 hours on Wednesday. Investigation indicates the involvement of a single perpetrator.,169,Udupi,13.387972,74.714087,General/Public Place,True,Unknown/One-Time,2023-10-11 09:50:16,2023-10-11 11:04:16,9,Wednesday,True,33.86666666666667,1005,2296.0,18-25,M,1,2296,False,,,36-50,M,1,Known,False,False,2,Audit Report;Bank Transaction Statement,0,,,,Charge-Sheeted,,Sub-Inspector,,,1005,16,0.0,,,SOLO_2640,36_General/Public Place_1,,,False,Medium,Normal
2641,100060044202200002,FIR,Under Investigation,44,Bidar,Karnataka,131,2022-04-30,2022-04-26 04:17:55,Crimes Against Senior Citizens,Elder Abuse,Violent,Non-Heinous,The suspect physically abused their grandfather and threatened to throw him out of the house. The incident was reported from a residential at 18:00 hours on Monday. A gang of 2 co-accused was implicated in this incident. Forensic search and examination revealed Bank Statement at the scene.,44,Bidar,17.852845,77.486006,Residential,False,Unknown/One-Time,2022-04-25 18:53:55,2022-04-26 01:08:55,18,Monday,False,9.4,1537,390.0,36-50,F,2,390;391,False,,,65+,F,1,Known,False,False,1,Bank Statement,0,,,,Not Yet Disposed,,Sub-Inspector,,,1537,6,0.1666666666666666,,,SOLO_2641,59_Residential_3,,,False,Low,Normal
2642,100060046202400004,FIR,Disposed - Convicted,46,Bidar,Karnataka,137,2024-04-14,2024-04-11 02:26:06,Crimes Against Property,Robbery,Property,Heinous,"The event transpired at a market around 18:00 hours on Wednesday. The accused threatened the shopkeeper with a gun and looted cash from the register before escaping. Key evidence collected includes CCTV Footage, Fingerprint Lift, Recovered Stolen Property, Scene Photograph and Tool Mark Analysis. The crime was committed by a single offender.",46,Bidar,17.89122,77.559063,Market,True,Unknown/One-Time,2024-04-10 18:43:06,2024-04-11 01:25:06,18,Wednesday,False,7.716666666666667,822,2956.0,36-50,M,1,2956,False,,,18-25,F,1,Stranger,False,False,6,CCTV Footage;Fingerprint Lift;Recovered Stolen Property;Scene Photograph;Tool Mark Analysis,1,,,,Charge-Sheeted,,Sub-Inspector,,,822,18,0.0555555555555555,,,SOLO_2642,10_Market_3,,,False,High,Normal
2643,100100069202400005,FIR,Closed - False Case,69,Chitradurga,Karnataka,206,2024-01-13,2024-01-12 20:53:08,Human Trafficking,Organ Trafficking,Violent,Non-Heinous,"A group of 2 individuals was involved in the offense. The accused lured the victim with money, took them to another city, and extracted their organ illegally. The incident took place in a border-transit at 11:00 hours on Friday. Investigators recovered Travel Document from the location.",69,Chitradurga,14.251069,76.40682,Border-Transit,True,Unknown/One-Time,2024-01-12 11:13:08,2024-01-12 12:40:08,11,Friday,False,9.666666666666666,914,2618.0,18-25,M,2,2618;2619,True,,,36-50,M,1,Stranger,False,False,1,Travel Document,0,,,,False Case,,Sub-Inspector,,,914,17,0.1764705882352941,CP00140,,CP00140,73_Border-Transit_1,,,True,Medium,Normal
2644,100270170202600002,FIR,Under Investigation,170,Udupi,Karnataka,510,2026-09-29,2026-09-21 16:34:34,Crimes Against Property,Mischief,Property,Heinous,The suspects damaged the glass windows of the complainant's house by throwing stones. Evidence seized during the initial probe includes Scene Photograph. The offense occurred near a general/public place around 10:00 hours on Monday.,170,Udupi,13.342902,74.787962,General/Public Place,False,Unknown/One-Time,2026-09-21 10:06:34,2026-09-21 14:50:34,10,Monday,False,6.466666666666667,-76,6184.0,51-65,M,2,6184;6185,False,,,36-50,M,1,Stranger,False,False,1,Scene Photograph,0,,,,Not Yet Disposed,,Inspector,,,-76,6,0.0,,,SOLO_2644,14_General/Public Place_1,,,False,Medium,Normal
2645,800180117202500001,Zero FIR,Charge Sheeted,117,Kodagu,Karnataka,349,2025-11-29,2025-11-23 19:33:45,Crimes Against Public Order,Affray,Public-Order,Non-Heinous,"Police later collected Video Recording as part of the case file. A group of youths engaged in a physical fight on the street, causing residents to shut their doors. The incident was reported from a general/public place at 14:00 hours on Sunday. A gang of 2 co-accused was implicated in this incident.",117,Kodagu,12.409098,75.747608,General/Public Place,False,Unknown/One-Time,2025-11-23 14:48:45,2025-11-23 18:05:45,14,Sunday,False,4.75,228,5067.0,36-50,M,2,5067;5068,False,,,26-35,M,2,Stranger,False,False,1,Video Recording,0,,,,Charge-Sheeted,,Sub-Inspector,,,228,5,0.0,,,SOLO_2645,31_General/Public Place_2,,,False,Medium,Normal
2646,800060046202200001,Zero FIR,Disposed - Convicted,46,Bidar,Karnataka,136,2022-12-15,2022-12-08 15:20:51,Economic Offences,Chit Fund Fraud,Cyber-Financial,Non-Heinous,"The suspects promised double returns on small savings within thirty days, targeting street vendors and low-income families before shutting operations overnight. The event transpired at a general/public place around 10:00 hours on Wednesday. The crime was committed by a group of 4 co-offenders.",46,Bidar,17.905165,77.557007,General/Public Place,True,Unknown/One-Time,2022-12-07 10:55:51,2022-12-07 16:16:51,10,Wednesday,False,28.416666666666668,1308,1206.0,18-25,M,4,1206;1207;1208;1209,False,,,26-35,F,4,Stranger,True,False,4,Audit Report;Bank Transaction Statement;Forged Document;Seized Financial Record,0,,,,Charge-Sheeted,,Sub-Inspector,,,1308,21,0.0952380952380952,CP00042,GNG0008,GNG0008,39_General/Public Place_1,,,False,Medium,Normal
2647,100070047202300003,FIR,Charge Sheeted,47,Chamarajanagar,Karnataka,139,2023-03-24,2023-03-19 22:32:38,Narcotic Drugs and Psychotropic Substances Offences,Possession of Narcotic Drugs,Narcotics,Non-Heinous,The incident took place in a general/public place at 11:00 hours on Sunday. The suspect was caught in possession of synthetic drug packets during a raid on a local party. Key evidence collected includes Chemical Analysis Report and Seized Narcotic Substance. A lone suspect was involved in carrying out this offense.,47,Chamarajanagar,11.896689,76.942323,General/Public Place,False,Unknown/One-Time,2023-03-19 11:51:38,2023-03-19 17:14:38,11,Sunday,False,10.683333333333334,1209,1531.0,18-25,M,1,1531,False,,,,,0,,False,False,2,Chemical Analysis Report;Seized Narcotic Substance,0,,,,Charge-Sheeted,,Inspector,,,1209,20,0.05,,,SOLO_2647,46_General/Public Place_1,,,False,Medium,Normal
2648,100130087202600005,FIR,Under Investigation,87,Dharwad,Karnataka,260,2026-07-12,2026-07-04 20:30:40,Human Trafficking,Trafficking for Forced Labour,Violent,Non-Heinous,The offense was carried out by 2 suspects acting together. The accused trafficked workers from another state and kept them confined in a sugar mill under duress. The offense occurred near a border-transit around 08:00 hours on Saturday. Investigators recovered Call Detail Record from the location.,87,Dharwad,15.454219,75.02337,Border-Transit,False,Unknown/One-Time,2026-07-04 08:27:40,2026-07-04 10:43:40,8,Saturday,False,12.05,3,5954.0,26-35,M,2,5954;5955,False,,,Minor (<18),M,2,Stranger,False,False,1,Call Detail Record,1,,,,Not Yet Disposed,,Sub-Inspector,,,3,14,0.0,,,SOLO_2648,70_Border-Transit_1,,,False,Low,Normal
2649,100030016202600002,FIR,Under Investigation,16,Belagavi,Karnataka,47,2026-10-13,2026-10-12 09:28:41,Crimes Against Property,Theft,Property,Heinous,The suspect entered the shop posing as a customer and stole expensive items from the display counter when the clerk turned away. The incident was reported from a market at 23:00 hours on Sunday.,16,Belagavi,15.857433,74.455886,Market,False,Unknown/One-Time,2026-10-11 23:11:41,2026-10-12 07:08:41,23,Sunday,True,10.283333333333331,-90,6226.0,51-65,M,2,6226;6227,False,,,65+,T,1,Stranger,False,False,0,,0,,,,Not Yet Disposed,,Sub-Inspector,,,-90,4,0.25,,,SOLO_2649,9_Market_3,,,False,Medium,Normal
2650,100010003202200004,FIR,Disposed - Convicted,3,Bagalkot,Karnataka,9,2022-06-23,2022-06-19 04:22:11,Crimes Against State,Terrorism-Related Offences,Public-Order,Non-Heinous,Police later collected Digital Communication Record as part of the case file. The suspects received funds from foreign entities to coordinate subversive activities in the city. The event transpired at a general/public place around 16:00 hours on Saturday. The crime was committed by a group of 3 co-offenders.,3,Bagalkot,16.187063,75.66769,General/Public Place,False,local,2022-06-18 16:57:11,2022-06-18 23:19:11,16,Saturday,False,11.416666666666666,1483,602.0,51-65,M,3,602;603;604,False,,,51-65,M,1,Stranger,False,False,1,Digital Communication Record,1,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,1483,2,0.0,CP00129,,CP00129,52_General/Public Place_2,,,False,Medium,Normal
2651,100150095202400009,FIR,Closed - Undetected,95,Hassan,Karnataka,283,2024-06-13,2024-06-11 16:23:38,Cyber Crime,Phishing,Cyber-Financial,Non-Heinous,"The suspects sent fake tax refund emails, leading victims to enter credit card details on a cloned site. The incident took place in a cyber-agnostic at 10:00 hours on Tuesday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed IP Access Log at the scene.",95,Hassan,12.992182,76.12894,Cyber-Agnostic,True,Unknown/One-Time,2024-06-11 10:22:38,2024-06-11 11:51:38,10,Tuesday,False,6.016666666666667,762,3198.0,36-50,M,1,3198,False,,,51-65,M,1,Stranger,False,False,1,IP Access Log,0,,,,Undetected,,Sub-Inspector,,,762,13,0.0,,,SOLO_2651,44_Cyber-Agnostic_1,,,False,Low,Normal
