CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2854,100280180202500007,202500007,2025-08-22,3081,180,1,2,5,31,1,19,2025-08-21 16:58:54,2025-08-22 00:36:54,2025-08-22 03:59:54,14.764061,74.678304,"A group of youths engaged in a physical fight on the street, causing residents to shut their doors. Evidence seized during the initial probe includes Scene Photograph. The event transpired at a general/public place around 16:00 hours on Thursday."
2855,300050032202600001,202600001,2026-03-20,1291,32,2,1,6,38,1,97,2026-03-12 15:03:19,2026-03-12 21:23:19,2026-03-12 23:48:19,12.963214,77.628818,Police later collected Forged Document and Seized Financial Record as part of the case file. The accused used online gaming platforms and crypto transactions to wash illegal funds. The incident took place in a general/public place at 15:00 hours on Thursday. A group of 2 individuals was involved in the offense.
2856,100050032202300006,202300006,2023-11-01,893,32,1,2,2,15,6,124,2023-10-25 15:57:25,2023-10-25 23:39:25,2023-10-26 09:52:25,12.975793,77.61963,The accused collected advance money for a car sale and then switched off their phone and disappeared. The offense occurred near a market around 15:00 hours on Wednesday. Investigation indicates the involvement of a single perpetrator.
2857,100240149202500003,202500003,2025-08-08,2834,149,1,2,4,27,6,19,2025-08-02 15:58:50,2025-08-02 17:37:50,2025-08-02 18:14:50,12.67299,77.262724,The incident was reported from a general/public place at 15:00 hours on Saturday. The accused took the minor child to another town without the parents' consent or knowledge. Key evidence collected includes Medical Examination Report. A single individual executed the crime.
2858,100050037202600003,202600003,2026-02-25,1174,37,1,2,9,53,5,130,2026-02-18 16:06:10,2026-02-18 18:34:10,2026-02-19 04:44:10,12.945486,77.634671,The suspects held training sessions in arms and explosives to wage war against the state. The event transpired at a general/public place around 16:00 hours on Wednesday. Investigators recovered Digital Communication Record and Seized Document from the location.
2859,100030016202200001,202200001,2022-07-13,1091,16,1,2,5,29,2,134,2022-07-13 09:02:35,2022-07-13 12:44:35,2022-07-13 13:40:35,15.881926,74.531669,"Rival groups gathered with wooden sticks and iron rods, fighting and damaging nearby shops. Evidence seized during the initial probe includes CCTV Footage and Seized Weapon/Object. The incident took place in a general/public place at 09:00 hours on Wednesday."
2860,100020015202600002,202600002,2026-05-13,1077,15,1,1,7,41,5,29,2026-05-09 03:48:44,2026-05-09 10:34:44,2026-05-10 14:30:44,15.158493,76.909373,Police later collected Bank Transaction Statement and Call Detail Record as part of the case file. The accused used the complainant's PAN and Aadhaar details to secure multiple quick loans online. The offense occurred near a market around 03:00 hours on Saturday. The offense was carried out by 3 suspects acting together.
2861,100100070202400002,202400002,2024-10-15,2760,70,1,2,3,21,3,19,2024-10-07 01:26:37,2024-10-07 04:43:37,2024-10-07 20:06:37,14.273004,76.444508,The accused grabbed the victim's hand and pulled her towards him in a crowded market area. The incident was reported from a general/public place at 01:00 hours on Monday. A single individual executed the crime. Forensic search and examination revealed CCTV Footage and DNA Swab at the scene.
2862,300060042202600001,202600001,2026-04-28,1491,42,2,2,8,48,1,36,2026-04-24 11:04:10,2026-04-24 16:10:10,2026-04-24 20:36:10,17.924455,77.559713,The event transpired at a general/public place around 11:00 hours on Friday. The accused grew ganja plants in pots on their hidden terrace and sold the leaves locally. The crime was committed by a group of 3 co-offenders.
2863,100090058202300008,202300008,2023-04-03,2621,58,1,1,14,70,4,129,2023-03-31 08:48:26,2023-03-31 08:59:26,2023-04-01 07:13:26,13.309249,75.72122,A lone suspect was involved in carrying out this offense. The accused trafficked workers from another state and kept them confined in a sugar mill under duress. The incident took place in a border-transit at 08:00 hours on Friday.
2864,100030018202600007,202600007,2026-01-04,2518,18,1,2,9,51,5,130,2026-01-01 09:24:25,2026-01-01 15:09:25,2026-01-01 19:31:25,15.878868,74.481773,"The accused organized a clandestine group in the forest outskirts to print and distribute leaflets calling for a boycott of public institutions. Evidence seized during the initial probe includes Digital Communication Record, Seized Document and Surveillance Report. The offense occurred near a general/public place around 09:00 hours on Thursday."
2865,100180119202600002,202600002,2026-10-16,3033,119,1,2,6,37,1,18,2026-10-11 16:59:57,2026-10-12 00:55:57,2026-10-12 03:49:57,12.412305,75.765431,Police later collected Audit Report as part of the case file. The accused was found in possession of a scanning machine and templates for printing fake bills. The incident was reported from a market at 16:00 hours on Sunday. A gang of 3 co-accused was implicated in this incident.
2866,100090062202500005,202500005,2025-11-10,1398,62,1,2,9,51,1,102,2025-11-04 12:44:18,2025-11-04 14:46:18,2025-11-04 15:31:18,13.292315,75.772846,"The suspect acted as a local courier, transporting illegal funding and secure communication devices to active members of an outlawed group. The event transpired at a general/public place around 12:00 hours on Tuesday. Forensic search and examination revealed Digital Communication Record, Seized Document and Surveillance Report at the scene."
2867,100130085202300012,202300012,2023-07-03,2999,85,1,1,14,70,3,20,2023-06-30 14:24:19,2023-06-30 20:12:19,2023-07-01 02:10:19,15.480186,75.043028,"The incident took place in a border-transit at 14:00 hours on Friday. The victims were forced to work in agricultural fields without pay and beaten if they tried to escape. Key evidence collected includes Rescue Report, Scene Photograph and Victim Statement Record. A lone suspect was involved in carrying out this offense."
2868,100140093202600008,202600008,2026-11-10,2033,93,1,2,9,51,1,52,2026-11-03 18:28:18,2026-11-04 02:24:18,2026-11-04 06:48:18,15.417115,75.632752,"The accused pasted posters and painted anti-national slogans on government buildings during the night to promote a banned outfit. The offense occurred near a general/public place around 18:00 hours on Tuesday. Investigators recovered Digital Communication Record, Seized Document and Surveillance Report from the location."
2869,100010002202300003,202300003,2023-11-26,2303,2,1,2,14,73,6,76,2023-11-23 10:55:23,2023-11-23 16:34:23,2023-11-24 15:49:23,16.150604,75.744725,"The accused lured the victim with money, took them to another city, and extracted their organ illegally. Evidence seized during the initial probe includes Call Detail Record, Rescue Report, Scene Photograph and Victim Statement Record. The incident was reported from a border-transit at 10:00 hours on Thursday."
2870,100260163202300007,202300007,2023-07-04,1852,163,1,1,14,71,2,121,2023-06-29 12:36:22,2023-06-29 15:38:22,2023-07-01 19:38:22,13.365544,77.069003,The accused trafficked minor girls from rural areas and sold them to brothels in urban centres. The event transpired at a border-transit around 12:00 hours on Thursday. The crime was committed by a group of 3 co-offenders.
2871,100200127202200004,202200004,2022-01-26,2367,127,1,2,9,50,6,116,2022-01-22 18:50:30,2022-01-23 02:21:30,2022-01-23 07:48:30,15.368752,76.119075,"The suspects organized a meeting to raise funds for an outfit banned for anti-national activities. The incident took place in a general/public place at 18:00 hours on Saturday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Digital Communication Record, Seized Document and Surveillance Report at the scene."
2872,100120078202300002,202300002,2023-11-04,1808,78,1,2,8,49,2,89,2023-11-03 16:30:22,2023-11-03 18:31:22,2023-11-03 20:44:22,14.464898,75.963469,"The offense occurred near a general/public place around 16:00 hours on Friday. The suspects ran a manufacturing unit for synthetic drugs in an industrial estate under the cover of a paint factory. Key evidence collected includes Chemical Analysis Report, Seizure Photograph and Weighment Report. The offense was carried out by 2 suspects acting together."
2873,100030024202600003,202600003,2026-04-09,1720,24,1,2,13,69,3,123,2026-04-06 08:07:02,2026-04-06 13:13:02,2026-04-06 14:21:02,15.804727,74.521128,"A gang of 4 co-accused was implicated in this incident. The suspect was arrested for transporting chemically spiked toddy meant for local sales. The incident was reported from a general/public place at 08:00 hours on Monday. Investigators recovered Panchnama Report, Seized Contraband and Seizure Photograph from the location."
2874,100050034202600002,202600002,2026-12-07,293,34,1,2,13,69,1,33,2026-12-02 10:13:31,2026-12-02 12:00:31,2026-12-02 12:51:31,12.938491,77.601084,The suspect was arrested for transporting chemically spiked toddy meant for local sales. Evidence seized during the initial probe includes Panchnama Report and Seizure Photograph. The event transpired at a general/public place around 10:00 hours on Wednesday.
2875,100280176202400003,202400003,2024-06-04,866,176,1,2,1,7,1,66,2024-05-31 13:40:19,2024-05-31 19:55:19,2024-06-01 02:41:19,14.759086,74.742116,Police later collected Post-Mortem Report as part of the case file. A group of individuals forcefully took the victim away from their office to settle an outstanding business debt. The incident took place in a general/public place at 13:00 hours on Friday.
2876,100210135202300002,202300002,2023-07-04,1534,135,1,2,5,29,4,121,2023-07-03 13:40:44,2023-07-03 19:32:44,2023-07-03 20:18:44,12.494858,76.914477,"A group of protestors clashed with police officers, setting fire to barricades and government vehicles. The offense occurred near a general/public place around 13:00 hours on Monday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed CCTV Footage at the scene."
2877,100220136202400010,202400010,2024-02-28,1217,136,1,2,9,53,6,70,2024-02-26 10:24:59,2024-02-26 17:15:59,2024-02-26 20:01:59,12.303137,76.66458,The incident was reported from a general/public place at 10:00 hours on Monday. The accused was caught attempting to recruit local youths into an armed rebel group to overthrow the local administration. A single individual executed the crime.
2878,100040027202300004,202300004,2023-04-05,581,27,1,2,1,2,6,32,2023-04-02 19:59:35,2023-04-03 00:03:35,2023-04-03 01:06:35,13.201047,77.60214,"The crime was committed by a group of 2 co-offenders. The accused physically assaulted the victim with wooden bats during a street fight, causing severe head injuries before escaping. The event transpired at a general/public place around 19:00 hours on Sunday. Investigators recovered Blood Sample from the location."
2879,100030018202300005,202300005,2023-09-17,2236,18,1,1,7,43,5,27,2023-09-09 07:38:38,2023-09-09 12:19:38,2023-09-09 12:42:38,15.894564,74.541194,"The suspect tracked the victim's physical location using spyware installed on their phone without consent. Evidence seized during the initial probe includes Bank Transaction Statement, Call Detail Record and Screenshot Evidence. The incident took place in a cyber-agnostic at 07:00 hours on Saturday."
2880,100260163202600006,202600006,2026-12-28,1561,163,1,1,7,43,1,61,2026-12-19 01:43:01,2026-12-19 02:59:01,2026-12-19 06:44:01,13.363472,77.106838,"Police later collected Bank Transaction Statement, Call Detail Record, Device Forensic Report, IP Access Log and Screenshot Evidence as part of the case file. The accused sent threatening and abusive messages to the victim across multiple social media platforms daily. The offense occurred near a cyber-agnostic around 01:00 hours on Saturday. Investigation indicates the involvement of a single perpetrator."
2881,100180118202400002,202400002,2024-01-09,1240,118,1,2,5,32,1,54,2024-01-06 14:48:35,2024-01-06 16:07:35,2024-01-06 18:18:35,12.402699,75.760823,The accused created a nuisance by consuming alcohol and shouting in a public park near a residential area. The incident was reported from a general/public place at 14:00 hours on Saturday. A single individual executed the crime. Forensic search and examination revealed Scene Photograph at the scene.
2882,100090062202300007,202300007,2023-06-13,2406,62,1,2,5,29,3,124,2023-06-06 09:14:10,2023-06-06 11:19:10,2023-06-06 12:31:10,13.324838,75.773242,"The event transpired at a general/public place around 09:00 hours on Tuesday. Rival groups gathered with wooden sticks and iron rods, fighting and damaging nearby shops. Key evidence collected includes Scene Photograph and Seized Weapon/Object. The crime was committed by a single offender."
2883,100260160202200002,202200002,2022-05-26,2540,160,1,1,2,9,6,58,2022-05-22 03:29:09,2022-05-22 06:47:09,2022-05-23 02:47:09,13.337514,77.149644,A lone suspect was involved in carrying out this offense. The thief stealthily removed the complainant's wallet and mobile phone from their pocket in a crowded bus. The incident took place in a market at 03:00 hours on Sunday. Investigators recovered Recovered Stolen Property from the location.
2884,300260167202200001,202200001,2022-05-17,136,167,2,1,9,51,6,23,2022-05-13 09:30:53,2022-05-13 11:10:53,2022-05-13 16:14:53,13.344307,77.05717,The accused organized a clandestine group in the forest outskirts to print and distribute leaflets calling for a boycott of public institutions. The offense occurred near a general/public place around 09:00 hours on Friday.
2885,100300187202400003,202400003,2024-02-25,2981,187,1,1,6,38,2,7,2024-02-18 16:22:55,2024-02-18 19:57:55,2024-02-18 23:52:55,16.731301,77.166299,"Police later collected Bank Transaction Statement, Digital Ledger and Forged Document as part of the case file. The accused used online gaming platforms and crypto transactions to wash illegal funds. The incident was reported from a general/public place at 16:00 hours on Sunday. A gang of 2 co-accused was implicated in this incident."
2886,100220137202500003,202500003,2025-05-29,1770,137,1,1,14,72,6,22,2025-05-27 17:16:37,2025-05-27 18:52:37,2025-05-28 01:13:37,12.34029,76.679523,"The suspect forced the victim to work in his dairy farm for no pay under threat of violence. The event transpired at a general/public place around 17:00 hours on Tuesday. The crime was committed by a group of 3 co-offenders. Forensic search and examination revealed Call Detail Record, Rescue Report, Scene Photograph, Travel Document and Victim Statement Record at the scene."
2887,100260167202600007,202600007,2026-06-13,899,167,1,1,10,55,1,46,2026-06-06 18:24:04,2026-06-06 23:11:04,2026-06-07 00:54:04,13.32031,77.055052,The incident took place in a transit-bus-stop at 18:00 hours on Saturday. The offending car rammed into a roadside tea stall during the night and drove off without helping the injured. Key evidence collected includes Breath Analyzer Report and CCTV Footage. A lone suspect was involved in carrying out this offense.
2888,100250159202300008,202300008,2023-09-25,2026,159,1,1,13,66,6,29,2023-09-21 13:03:33,2023-09-21 18:34:33,2023-09-21 19:11:33,13.977337,75.575534,"Investigation indicates the involvement of a single perpetrator. The accused brandished a gun in a public place during a local festival, creating panic. The offense occurred near a general/public place around 13:00 hours on Thursday. Investigators recovered Seized Contraband from the location."
2889,100060041202200003,202200003,2022-12-05,766,41,1,2,4,28,5,123,2022-12-01 08:47:14,2022-12-01 12:32:14,2022-12-01 15:25:14,17.931325,77.49021,The police rescued minor children working late hours in a local restaurant under subhuman conditions. The incident was reported from a general/public place at 08:00 hours on Thursday.
2890,100260166202500001,202500001,2025-09-24,1569,166,1,2,12,63,2,126,2025-09-21 17:56:53,2025-09-21 18:36:53,2025-09-21 19:37:53,13.305038,77.141124,"Police later collected Scene Photograph and Seized Property List as part of the case file. The accused made threatening phone calls to the victim, warning them of severe consequences. The event transpired at a general/public place around 17:00 hours on Sunday. The crime was committed by a group of 2 co-offenders."
2891,100030019202200005,202200005,2022-09-03,2371,19,1,2,12,65,6,23,2022-08-31 08:06:01,2022-08-31 12:44:01,2022-08-31 14:34:01,15.849095,74.511042,The suspect obstructed the government official from executing a demolition order and pelted stones. The incident took place in a general/public place at 08:00 hours on Wednesday. A lone suspect was involved in carrying out this offense.
2892,100090060202600002,202600002,2026-11-27,327,60,1,1,4,24,1,59,2026-11-21 09:15:05,2026-11-21 15:06:05,2026-11-21 15:59:05,13.316515,75.745625,The offense occurred near a residential around 09:00 hours on Saturday. The suspect forced the minor child to perform heavy domestic chores and denied them food. Key evidence collected includes DNA Swab. The offense was carried out by 3 suspects acting together.
2893,100170116202200001,202200001,2022-06-15,2407,116,1,2,3,21,3,2,2022-06-12 19:47:02,2022-06-12 22:26:02,2022-06-13 08:59:02,17.307038,76.784473,A single individual executed the crime. The suspect caught hold of the victim in a public park and made offensive physical contact. The incident was reported from a general/public place at 19:00 hours on Sunday. Investigators recovered CCTV Footage and Call Detail Record from the location.
2894,100010002202500004,202500004,2025-11-24,1264,2,1,1,8,49,3,18,2025-11-20 08:23:09,2025-11-20 11:39:09,2025-11-20 13:44:09,16.160783,75.67142,"The accused used domestic gas cylinders and chemicals to process crude raw materials into refined narcotics. Evidence seized during the initial probe includes Chemical Analysis Report, Seized Narcotic Substance and Seizure Photograph. The event transpired at a general/public place around 08:00 hours on Thursday."
2895,100060046202400006,202400006,2024-08-26,1486,46,1,1,14,73,2,85,2024-08-20 09:10:42,2024-08-20 11:09:42,2024-08-21 00:52:42,17.896909,77.538332,"Police later collected Rescue Report and Victim Statement Record as part of the case file. The accused lured the victim with money, took them to another city, and extracted their organ illegally. The incident took place in a border-transit at 09:00 hours on Tuesday."
2896,100280180202200005,202200005,2022-01-17,1626,180,1,1,1,3,6,3,2022-01-11 00:20:15,2022-01-11 01:06:15,2022-01-11 01:46:15,14.808004,74.722492,"The accused hit the victim with a heavy stone during a spontaneous street brawl, leading to fatal trauma. The offense occurred near a general/public place around 00:00 hours on Tuesday. The offense was carried out by 2 suspects acting together. Forensic search and examination revealed Blood Sample, Fingerprint Lift and Weapon Recovery at the scene."
2897,100170111202400008,202400008,2024-06-16,2147,111,1,1,8,47,4,21,2024-06-09 13:48:35,2024-06-09 14:53:35,2024-06-11 22:32:35,17.336303,76.851626,The incident was reported from a highway at 13:00 hours on Sunday. The suspects ran a network distributing synthetic drugs to college students via local couriers. Key evidence collected includes Seized Narcotic Substance. A gang of 3 co-accused was implicated in this incident.
2898,100250159202600003,202600003,2026-10-05,1591,159,1,2,12,62,1,74,2026-09-29 09:18:26,2026-09-29 14:20:26,2026-09-29 17:38:26,13.960268,75.585063,The crime was committed by a single offender. The suspect circulated defamatory pamphlets containing malicious claims about the complainant's character. The event transpired at a general/public place around 09:00 hours on Tuesday.
2899,100190121202600009,202600009,2026-05-20,57,121,1,2,12,62,6,30,2026-05-16 14:55:11,2026-05-16 17:02:11,2026-05-17 00:34:11,13.183494,78.171385,The accused made false statements to the local media accusing the complainant of corruption. The incident took place in a general/public place at 14:00 hours on Saturday.
2900,400140093202300001,202300001,2023-12-06,1998,93,3,2,5,33,6,51,2023-12-02 12:59:29,2023-12-02 14:05:29,2023-12-02 19:07:29,15.421506,75.612336,"Police later collected Scene Photograph as part of the case file. A group of individuals attacked shops belonging to a specific community, escalating local tension. The offense occurred near a general/public place around 12:00 hours on Saturday. Investigation indicates the involvement of a single perpetrator."
2901,100210135202500005,202500005,2025-07-06,1100,135,1,1,1,8,6,51,2025-06-29 00:21:42,2025-06-29 05:34:42,2025-06-29 06:00:42,12.53984,76.932631,"The accused assaulted the victim and threatened them with dire consequences over a boundary dispute. The incident was reported from a general/public place at 00:00 hours on Sunday. Forensic search and examination revealed Blood Sample, Medical Examination Report, Post-Mortem Report and Weapon Recovery at the scene."
2902,100040027202300005,202300005,2023-06-16,2039,27,1,1,3,19,6,31,2023-06-09 23:31:51,2023-06-10 06:37:51,2023-06-11 10:50:51,13.268202,77.598153,The event transpired at a residential around 23:00 hours on Friday. The victim was poisoned to death by her in-laws after her parents failed to provide the demanded vehicle. The crime was committed by a single offender.
2903,100150099202500001,202500001,2025-09-14,1091,99,1,2,9,52,6,125,2025-09-09 13:22:23,2025-09-09 19:42:23,2025-09-09 21:36:23,12.96802,76.103022,"A group of 2 individuals was involved in the offense. The suspects received funds from foreign entities to coordinate subversive activities in the city. The incident took place in a general/public place at 13:00 hours on Tuesday. Investigators recovered Digital Communication Record, Seized Document and Surveillance Report from the location."
2904,100130085202300013,202300013,2023-11-01,2564,85,1,2,10,57,2,8,2023-10-27 02:38:37,2023-10-27 08:55:37,2023-10-27 17:05:37,15.468527,75.051018,"The offender observed the victim leaving the motorcycle unattended outside the gate, before unlocking it with a duplicate master key and escaping. Evidence seized during the initial probe includes Breath Analyzer Report and CCTV Footage. The offense occurred near a market around 02:00 hours on Friday."
2905,100030016202200002,202200002,2022-03-18,2727,16,1,2,11,61,5,52,2022-03-13 11:02:44,2022-03-13 11:21:44,2022-03-13 20:35:44,15.855684,74.464398,"The suspects left their sick elderly father alone in a house without food, water, or medical attention. The incident was reported from a residential at 11:00 hours on Sunday. A single individual executed the crime."
2906,100160106202400001,202400001,2024-06-19,1693,106,1,1,11,59,6,86,2024-06-16 09:49:46,2024-06-16 17:48:46,2024-06-17 04:31:46,14.780465,75.385456,The suspect subjected her elderly mother-in-law to continuous mental harassment and physical abuse. The event transpired at a residential around 09:00 hours on Sunday. The crime was committed by a single offender. Forensic search and examination revealed CCTV Footage at the scene.
2907,100290186202600007,202600007,2026-01-21,917,186,1,1,1,6,1,47,2026-01-13 15:02:15,2026-01-13 22:00:15,2026-01-13 22:19:15,16.830833,75.678596,The incident took place in a general/public place at 15:00 hours on Tuesday. The accused took the minor victim to another state under the pretext of a vacation without the parents' consent. Key evidence collected includes CCTV Footage. A lone suspect was involved in carrying out this offense.
2908,100050034202600003,202600003,2026-10-08,549,34,1,2,9,52,2,28,2026-10-03 14:56:42,2026-10-03 15:03:42,2026-10-03 16:59:42,12.931945,77.630503,"The suspects received funds from foreign entities to coordinate subversive activities in the city. The offense occurred near a general/public place around 14:00 hours on Saturday. Investigators recovered Digital Communication Record, Seized Document and Surveillance Report from the location."
2909,400030026202300001,202300001,2023-10-11,1719,26,3,2,9,51,2,14,2023-10-10 09:05:39,2023-10-10 09:19:39,2023-10-10 12:07:39,15.890769,74.5381,"The accused organized a clandestine group in the forest outskirts to print and distribute leaflets calling for a boycott of public institutions. Evidence seized during the initial probe includes Digital Communication Record, Seized Document and Surveillance Report. The incident was reported from a general/public place at 09:00 hours on Tuesday."
2910,100220140202200003,202200003,2022-04-19,1331,140,1,2,7,41,6,130,2022-04-14 04:32:33,2022-04-14 07:29:33,2022-04-15 06:53:33,12.324153,76.624575,Police later collected Server Log as part of the case file. The accused used the complainant's PAN and Aadhaar details to secure multiple quick loans online. The event transpired at a market around 04:00 hours on Thursday.
2911,100050032202600003,202600003,2026-06-09,724,32,1,1,6,36,1,94,2026-06-08 11:46:00,2026-06-08 14:10:00,2026-06-09 02:13:00,12.920428,77.608368,The suspect created fake degree certificates and mark sheets to secure a government job. The incident took place in a general/public place at 11:00 hours on Monday. A group of 2 individuals was involved in the offense. Forensic search and examination revealed Audit Report at the scene.
2912,800070048202500001,202500001,2025-10-26,1197,48,4,2,11,59,1,26,2025-10-20 09:00:06,2025-10-20 09:50:06,2025-10-20 11:12:06,11.963284,76.918349,The offense occurred near a residential around 09:00 hours on Monday. The suspect subjected her elderly mother-in-law to continuous mental harassment and physical abuse. The offense was carried out by 3 suspects acting together.
2913,100090060202400005,202400005,2024-06-21,3034,60,1,2,6,37,6,43,2024-06-14 12:30:12,2024-06-14 19:06:12,2024-06-14 20:05:12,13.333523,75.753169,The accused was found in possession of a scanning machine and templates for printing fake bills. The incident was reported from a market at 12:00 hours on Friday. Investigators recovered Digital Ledger and Seized Financial Record from the location.
2914,100030026202500005,202500005,2025-05-02,2485,26,1,1,11,61,6,58,2025-04-23 08:58:57,2025-04-23 15:40:57,2025-04-23 20:27:57,15.890377,74.455151,"The suspects left their sick elderly father alone in a house without food, water, or medical attention. Evidence seized during the initial probe includes Bank Statement and CCTV Footage. The event transpired at a residential around 08:00 hours on Wednesday."
2915,100110076202500007,202500007,2025-05-27,1115,76,1,1,2,14,4,81,2025-05-26 12:32:38,2025-05-26 19:28:38,2025-05-26 22:38:38,12.896611,74.910762,"Police later collected CCTV Footage, Fingerprint Lift, Recovered Stolen Property and Tool Mark Analysis as part of the case file. The accused slashed the tyres of the complainant's vehicles parked outside the gate. The incident took place in a general/public place at 12:00 hours on Monday. A lone suspect was involved in carrying out this offense."
2916,400280178202400001,202400001,2024-11-03,105,178,3,2,12,65,5,124,2024-10-30 10:02:05,2024-10-30 16:33:05,2024-10-30 23:01:05,14.782801,74.733375,The suspect obstructed the government official from executing a demolition order and pelted stones. The offense occurred near a general/public place around 10:00 hours on Wednesday. The offense was carried out by 3 suspects acting together. Forensic search and examination revealed Witness Statement Record at the scene.
2917,100130085202500010,202500010,2025-06-25,1473,85,1,1,10,56,2,119,2025-06-20 10:14:16,2025-06-20 11:48:16,2025-06-20 13:30:16,15.474054,75.057324,"The incident was reported from a transit-bus-stop at 10:00 hours on Friday. The suspect drove the vehicle in a zig-zag manner under the influence of alcohol, endangering public safety. Key evidence collected includes Vehicle Damage Report. A gang of 2 co-accused was implicated in this incident."
2918,100140090202500001,202500001,2025-12-05,2367,90,1,1,9,53,2,128,2025-12-05 11:29:14,2025-12-05 14:15:14,2025-12-05 18:11:14,15.476102,75.642886,"The crime was committed by a group of 3 co-offenders. The accused was caught attempting to recruit local youths into an armed rebel group to overthrow the local administration. The event transpired at a general/public place around 11:00 hours on Friday. Investigators recovered Digital Communication Record, Seized Document and Surveillance Report from the location."
2919,100150101202500004,202500004,2025-11-06,1017,101,1,2,14,72,2,108,2025-11-02 13:51:20,2025-11-02 16:41:20,2025-11-02 22:11:20,13.000741,76.12913,The suspect forced the victim to work in his dairy farm for no pay under threat of violence. The incident took place in a general/public place at 13:00 hours on Sunday.
2920,100290183202300006,202300006,2023-01-18,3058,183,1,1,5,30,2,13,2023-01-13 16:25:46,2023-01-13 16:46:46,2023-01-13 20:08:46,16.873186,75.66226,"Police later collected Video Recording as part of the case file. A group of individuals gathered with weapons near the temple, planning a confrontation. The offense occurred near a general/public place around 16:00 hours on Friday. The offense was carried out by 2 suspects acting together."
2921,100170111202400009,202400009,2024-09-19,1423,111,1,1,11,60,2,2,2024-09-16 21:22:01,2024-09-17 01:57:01,2024-09-17 16:46:01,17.342917,76.852765,"The suspects promised to help the senior citizen withdraw their PF money and ran away with their credentials. The incident was reported from a general/public place at 21:00 hours on Monday. A single individual executed the crime. Forensic search and examination revealed Bank Statement, CCTV Footage and Witness Statement Record at the scene."
2922,400190124202300001,202300001,2023-06-28,401,124,3,2,12,63,6,135,2023-06-21 12:32:56,2023-06-21 13:08:56,2023-06-21 18:17:56,13.129272,78.072452,"The event transpired at a general/public place around 12:00 hours on Wednesday. The accused made threatening phone calls to the victim, warning them of severe consequences. Key evidence collected includes Scene Photograph and Seized Property List. The crime was committed by a single offender."
2923,100070047202300004,202300004,2023-07-02,146,47,1,2,5,29,3,40,2023-06-27 09:58:37,2023-06-27 12:56:37,2023-06-27 13:02:37,11.902984,76.940487,"A lone suspect was involved in carrying out this offense. Rival groups gathered with wooden sticks and iron rods, fighting and damaging nearby shops. The incident took place in a general/public place at 09:00 hours on Tuesday. Investigators recovered CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording from the location."
2924,100280173202400002,202400002,2024-01-21,2472,173,1,1,2,9,3,32,2024-01-18 05:25:23,2024-01-18 07:06:23,2024-01-18 13:22:23,14.835132,74.716031,The thief stealthily removed the complainant's wallet and mobile phone from their pocket in a crowded bus. Evidence seized during the initial probe includes Fingerprint Lift and Tool Mark Analysis. The offense occurred near a market around 05:00 hours on Thursday.
2925,100120083202400003,202400003,2024-03-24,867,83,1,1,14,70,6,19,2024-03-19 17:21:40,2024-03-19 19:57:40,2024-03-20 09:02:40,14.485535,75.941884,Police later collected Call Detail Record and Rescue Report as part of the case file. The victims were forced to work in agricultural fields without pay and beaten if they tried to escape. The incident was reported from a border-transit at 17:00 hours on Tuesday. A single individual executed the crime.
2926,100220136202200012,202200012,2022-12-02,2464,136,1,2,11,59,6,133,2022-11-24 11:59:46,2022-11-24 19:52:46,2022-11-25 00:20:46,12.304091,76.670881,The suspect subjected her elderly mother-in-law to continuous mental harassment and physical abuse. The event transpired at a residential around 11:00 hours on Thursday. The crime was committed by a group of 3 co-offenders.
2927,100030019202600006,202600006,2026-10-14,2224,19,1,2,10,57,1,55,2026-10-11 05:32:42,2026-10-11 09:56:42,2026-10-11 18:04:42,15.842481,74.492407,"The incident took place in a market at 05:00 hours on Sunday. The offender observed the victim leaving the motorcycle unattended outside the gate, before unlocking it with a duplicate master key and escaping. Key evidence collected includes Mechanical Inspection Report. A lone suspect was involved in carrying out this offense."
2928,100060046202500006,202500006,2025-08-02,1005,46,1,2,9,50,3,132,2025-07-28 09:19:12,2025-07-28 14:29:12,2025-07-28 16:28:12,17.896204,77.537776,Investigation indicates the involvement of a single perpetrator. The suspects printed pamphlets urging citizens to launch armed resistance against government authority. The offense occurred near a general/public place around 09:00 hours on Monday.
2929,100280172202400001,202400001,2024-12-24,145,172,1,1,4,28,4,53,2024-12-23 16:58:21,2024-12-23 23:37:21,2024-12-24 01:37:21,14.791284,74.736616,"The factory owner employed minors for chemical processing, violating child safety laws. Evidence seized during the initial probe includes CCTV Footage. The incident was reported from a general/public place at 16:00 hours on Monday."
2930,100050038202500004,202500004,2025-02-22,2228,38,1,1,4,24,3,24,2025-02-17 16:07:31,2025-02-17 18:09:31,2025-02-17 22:13:31,12.926761,77.615278,Police later collected DNA Swab as part of the case file. The accused physically branded the minor child with heated objects over minor mistakes. The event transpired at a residential around 16:00 hours on Monday. The crime was committed by a group of 2 co-offenders.
